maker,year_range,supplier_group,product,trade_year_cnt,total_volume
Daimler,2016-2020,Ebersp?cher Gruppe GmbH & Co. KG,exhaust_manifold,1,902
Daimler,2016-2020,ebm-papst Mulfingen GmbH & Co. KG,oil_pump,1,971
Daimler,2016-2020,Endurance Technologies Ltd.,clutch,1,828
Daimler,2016-2020,Endurance Technologies Ltd.,torque_converter,1,641
Daimler,2016-2020,Faurecia,catalytic_converter,2,639
Daimler,2016-2020,Federal-Mogul,piston,3,1403
Daimler,2016-2020,Forvia,exhaust_manifold,1,600
Daimler,2016-2020,Freudenberg Sealing Technologies,camshaft,1,852
Daimler,2016-2020,Freudenberg Sealing Technologies,crankshaft,1,211
Daimler,2016-2020,Freudenberg Sealing Technologies,water_pump,1,730
Daimler,2016-2020,Friedrich Boysen GmbH & Co. KG,catalytic_converter,6,10051
Daimler,2016-2020,Friedrich Boysen GmbH & Co. KG,exhaust_manifold,1,695
Daimler,2016-2020,Gedia Gebrueder Dingerkus GmbH,crossmember,1,176
Daimler,2016-2020,Gestamp,chassis_frame,1,347
Daimler,2016-2020,Gestamp,crossmember,1,435
Daimler,2016-2020,Hirschvogel,crankshaft,1,195
Daimler,2016-2020,Hirschvogel,piston,1,962
Daimler,2016-2020,Hitachi,fuel_injection,1,1369
Daimler,2016-2020,Hyundam,fuel_pump,1,235
Daimler,2016-2020,Industrie Saleri Italo S.p.A.,water_pump,1,973
Daimler,2016-2020,ITT,disc_brake_(pad),2,803
Daimler,2016-2020,KACO GmbH + Co. KG,camshaft,1,533
Daimler,2016-2020,KACO GmbH + Co. KG,crankshaft,1,248
Daimler,2016-2020,KACO GmbH + Co. KG,water_pump,1,863
Daimler,2016-2020,Katcon,catalytic_converter,1,209
Daimler,2016-2020,Kirchhoff,chassis_frame,1,408
Daimler,2016-2020,KSM Castings Group GmbH,automatic_transmission_(at),1,991
Daimler,2016-2020,KSM Castings Group GmbH,camshaft,3,1566
Daimler,2016-2020,KSM Castings Group GmbH,crossmember,1,674
Daimler,2016-2020,L?PPLE AG,crossmember,1,726
Daimler,2016-2020,Linde + Wiemann SE & Co. KG,crossmember,1,806
Daimler,2016-2020,M?hlhoff Umformtechnik GmbH,crossmember,1,623
Daimler,2016-2020,MAHLE,camshaft,4,2901
Daimler,2016-2020,MAHLE,piston,5,3380
Daimler,2016-2020,Martinrea,cylinder_block,1,1919
Daimler,2016-2020,Meleghy Automotive GmbH & Co. KG,chassis_frame,1,647
Daimler,2016-2020,Metaldyne,automatic_transmission_(at),1,808
Daimler,2016-2020,Multimatic,shock_absorber,3,1644
Daimler,2016-2020,Nemak,cylinder_block,2,747
Daimler,2016-2020,Nidec,water_pump,2,755
Daimler,2016-2020,PMG,piston,1,849
Daimler,2016-2020,PMG,shock_absorber,1,958
Daimler,2016-2020,Rausch & Pausch Automotive GmbH & Co. KG (RAPA Automotive),shock_absorber,3,1292
Daimler,2016-2020,REMUS Innovation GmbH,catalytic_converter,4,3962
Daimler,2016-2020,Rheinmetall,piston,1,675
Daimler,2016-2020,Rheinmetall,water_pump,2,1608
Daimler,2016-2020,Schaeffler,crankshaft,1,981
Daimler,2016-2020,SEGA,starter_motor,1,976
Daimler,2016-2020,Sogefi,stablizer,1,382
Daimler,2016-2020,Star Assembly SRL,automatic_transmission_(at),2,1808
Daimler,2016-2020,Tenneco,catalytic_converter,4,5981
Daimler,2016-2020,Tenneco,exhaust_manifold,1,427
Daimler,2016-2020,Tenneco,shock_absorber,1,527
Daimler,2016-2020,thyssenKrupp,shock_absorber,1,967
Daimler,2016-2020,TI,fuel_pump,1,407
Daimler,2016-2020,Valeo,chassis_frame,1,277
Daimler,2016-2020,Valeo,starter_motor,1,709
Daimler,2016-2020,Vibracoustic,shock_absorber,2,1433
Daimler,2016-2020,voestalpine AG,chassis_frame,3,1607
Daimler,2016-2020,voestalpine AG,crossmember,3,1117
Daimler,2016-2020,ZF,abs_esc,1,593
Daimler,2016-2020,ZF,chassis_frame,2,880
Daimler,2016-2020,ZF,clutch,1,659
Daimler,2016-2020,ZF,disc_brake_(pad),1,160
Daimler,2016-2020,ZF,shock_absorber,1,178
Daimler,2021-2025,ACPS,chassis_frame,1,579
Daimler,2021-2025,BBP Kunststoffwerk Marbach Baier GmbH & Co. KG,crossmember,1,754
Daimler,2021-2025,Bosch,steering_gear,1,389
Daimler,2021-2025,Brembo,disc_brake_(pad),1,950
Daimler,2021-2025,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,2,6073
Daimler,2021-2025,Freudenberg Sealing Technologies,camshaft,1,894
Daimler,2021-2025,Friedrich Boysen GmbH & Co. KG,catalytic_converter,2,6081
Daimler,2021-2025,Gedia Gebrueder Dingerkus GmbH,chassis_frame,1,890
Daimler,2021-2025,Gedia Gebrueder Dingerkus GmbH,crossmember,1,1065
Daimler,2021-2025,Gestamp,chassis_frame,2,1419
Daimler,2021-2025,Gestamp,shock_absorber,1,620
Daimler,2021-2025,Hanon Systems,water_pump,1,911
Daimler,2021-2025,Hirschvogel,fuel_injection,1,247
Daimler,2021-2025,Hyundam,fuel_pump,1,597
Daimler,2021-2025,Industrie Saleri Italo S.p.A.,water_pump,1,960
Daimler,2021-2025,Katcon,catalytic_converter,1,332
Daimler,2021-2025,Kirchhoff,chassis_frame,1,811
Daimler,2021-2025,Kirchhoff,crossmember,1,303
Daimler,2021-2025,KSM Castings Group GmbH,camshaft,1,594
Daimler,2021-2025,KSM Castings Group GmbH,crossmember,1,478
Daimler,2021-2025,Linde + Wiemann SE & Co. KG,chassis_frame,1,453
Daimler,2021-2025,PCL,camshaft,1,4282
Daimler,2021-2025,Rausch & Pausch Automotive GmbH & Co. KG (RAPA Automotive),shock_absorber,2,2177
Daimler,2021-2025,Rheinmetall,piston,1,206
Daimler,2021-2025,Rheinmetall,water_pump,1,674
Daimler,2021-2025,Schaeffler,catalytic_converter,1,812
Daimler,2021-2025,Schaeffler,water_pump,1,486
Daimler,2021-2025,SEGA,starter_motor,1,675
Daimler,2021-2025,SNOP,crossmember,1,798
Daimler,2021-2025,Star Assembly SRL,automatic_transmission_(at),1,772
Daimler,2021-2025,Tenneco,exhaust_manifold,1,860
Daimler,2021-2025,Tenneco,shock_absorber,1,439
Daimler,2021-2025,thyssenkrupp,shock_absorber,3,2548
Daimler,2021-2025,thyssenKrupp,shock_absorber,1,1397
Daimler,2021-2025,Vibracoustic,shock_absorber,1,491
Daimler,2021-2025,ZF,abs_esc,1,547
Daimler,2021-2025,ZF,chassis_frame,1,983
Daimler,2021-2025,ZF,manual_transmission,1,455
Daimler,2021-2025,ZF,shock_absorber,1,572
Daimler Truck,2011-2015,Detroit Diesel Corporation,automated_manual_transmission,1,875
Daimler Truck,2021-2025,Voith GmbH & Co. KGaA,automatic_transmission_(at),1,846
Daimler Truck,2021-2025,ZF,automatic_transmission_(at),1,989
Dayun,2021-2025,Bosch,abs_esc,2,6339
Dayun,2021-2025,"Wuhu Bethel Electronic Control System Co., Ltd.",abs_esc,1,749
Deepal,2021-2025,Bosch,abs_esc,3,3752
Deepal,2021-2025,China South,shock_absorber,1,2095
Deepal,2021-2025,Continental,abs_esc,1,1182
Deepal,2021-2025,"NASN Automotive Electronics Co., Ltd.",abs_esc,3,3301
Deepal,2021-2025,"Phinia Delphi Automotive Systems (Shanghai) Co., Ltd. (Formerly BorgWarner Shanghai Automotive Fuel Systems Co., Ltd.)",fuel_injection,1,1693
Deepal,2021-2025,Schaeffler,shock_absorber,2,2204
DENZA New Energy,2016-2020,Bosch,abs_esc,4,1698
DENZA New Energy,2016-2020,BYD,catalytic_converter,1,121
DENZA New Energy,2016-2020,"United Automotive Electronic Systems Co., Ltd.",fuel_injection,1,452
DENZA New Energy,2016-2020,"United Automotive Electronic Systems Co., Ltd.",fuel_pump,1,435
DENZA New Energy,2021-2025,Bosch,abs_esc,3,4209
DENZA New Energy,2021-2025,FinDreams,abs_esc,2,1370
DENZA New Energy,2021-2025,"Hunan Meihu Intelligent Manufacturing Co., Ltd. (Formerly Hunan Oil Pump Co., Ltd.)",oil_pump,1,3894
DENZA New Energy,2021-2025,Shanghai Beite Tech,steering_gear,1,3052
DFSK,2011-2015,BorgWarner,fuel_injection,1,821
DFSK,2011-2015,Bosch,abs_esc,1,477
DFSK,2011-2015,"Chengdu Chuanan Automotive Parts Co., Ltd.",stablizer,1,4610
DFSK,2011-2015,DFSK,catalytic_converter,1,439
DFSK,2016-2020,Bosch,abs_esc,4,7490
DFSK,2016-2020,"Chongqing Sokon Power Co., Ltd.",catalytic_converter,3,2518
DFSK,2016-2020,"Chongqing Yu'an Shock Absorber Co., Ltd.",shock_absorber,1,1991
DFSK,2016-2020,DFSK,catalytic_converter,5,3276
DFSK,2016-2020,"Shanghai Carthane Co., Ltd.",shock_absorber,1,3433
DFSK,2016-2020,"United Automotive Electronic Systems Co., Ltd.",fuel_injection,1,1757
DFSK,2016-2020,"United Automotive Electronic Systems Co., Ltd.",fuel_pump,1,1580
DFSK,2016-2020,"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd.",abs_esc,2,1926
DFSK,2016-2020,"Zhejiang Wanxiang Precision Industry Co., Ltd. (Formerly Zhejiang Wanxiang Automobile Bearing Co., Ltd.)",abs_esc,4,2000
DFSK,2021-2025,Bosch,abs_esc,2,771
DFSK,2021-2025,DFSK,catalytic_converter,2,1112
DFSK,2021-2025,"Dias Automotive Electronic Systems Co., Ltd.",abs_esc,1,341
DFSK,2021-2025,"United Automotive Electronic Systems Co., Ltd.",fuel_injection,2,506
DFSK,2021-2025,"United Automotive Electronic Systems Co., Ltd.",fuel_pump,2,530
DFSK,2021-2025,"Zhejiang Wanxiang Precision Industry Co., Ltd. (Formerly Zhejiang Wanxiang Automobile Bearing Co., Ltd.)",abs_esc,1,479
Dodge,2005-2010,ADAC,chassis_frame,1,902
Dodge,2005-2010,Aisin,manual_transmission,1,925
Dodge,2005-2010,Bosch,power_steering_pump,1,124
Dodge,2005-2010,CWC Textron,camshaft,1,155
Dodge,2005-2010,Denso,starter_motor,2,1071
Dodge,2005-2010,Dowlais Group plc,torque_converter,1,877
Dodge,2005-2010,Federal-Mogul,torque_converter,1,895
Dodge,2005-2010,Hyundai,piston,1,256
Dodge,2005-2010,Hyundai,water_pump,1,803
Dodge,2005-2010,"ILJIN Global Co., Ltd.",stablizer,1,404
Dodge,2005-2010,JTEKT,power_steering_pump,1,842
Dodge,2005-2010,Kautex,camshaft,3,1874
Dodge,2005-2010,MAHLE,camshaft,1,954
Dodge,2005-2010,MAHLE,piston,3,2330
Dodge,2005-2010,Martinrea,chassis_frame,1,331
Dodge,2005-2010,Metal Powder Products LLC,camshaft,1,1450
Dodge,2005-2010,Metaldyne,oil_pump,1,746
Dodge,2005-2010,Mitsubishi,starter_motor,2,1846
Dodge,2005-2010,Nemak,cylinder_block,1,363
Dodge,2005-2010,Stant Corporation,automatic_transmission_(at),1,620
Dodge,2005-2010,TI,fuel_pump,1,894
Dodge,2005-2010,TMD Friction Holdings GmbH,disc_brake_(pad),1,315
Dodge,2005-2010,Valeo,manual_transmission,1,716
Dodge,2005-2010,Wescast,exhaust_manifold,2,1698
Dodge,2005-2010,ZF,clutch,1,1643
Dodge,2005-2010,ZF,stablizer,1,712
Dodge,2005-2010,ZF,steering_gear,1,1187
Dodge,2011-2015,Aisin,manual_transmission,2,949
Dodge,2011-2015,BorgWarner,clutch,1,348
Dodge,2011-2015,Bosch,fuel_injection,1,145
Dodge,2011-2015,Bosch,fuel_pump,1,124
Dodge,2011-2015,Bosch,power_steering_pump,2,1118
Dodge,2011-2015,Bosch,steering_gear,1,205
Dodge,2011-2015,Brembo,drum_brake_(drum),1,469
Dodge,2011-2015,Continental,fuel_injection,1,1466
Dodge,2011-2015,CWC Textron,camshaft,2,2552
Dodge,2011-2015,Denso,starter_motor,3,1567
Dodge,2011-2015,Federal-Mogul,piston,2,2325
Dodge,2011-2015,Forvia,catalytic_converter,1,189
Dodge,2011-2015,Forvia,exhaust_manifold,1,569
Dodge,2011-2015,Freudenberg Sealing Technologies,crankshaft,1,893
Dodge,2011-2015,Freudenberg Sealing Technologies,water_pump,2,1801
Dodge,2011-2015,FTE,clutch,1,736
Dodge,2011-2015,Hyundai,water_pump,2,501
Dodge,2011-2015,JTEKT,power_steering_pump,1,1651
Dodge,2011-2015,Kautex,camshaft,1,645
Dodge,2011-2015,MacLean-Fogg,stablizer,1,211
Dodge,2011-2015,Magna,water_pump,2,1828
Dodge,2011-2015,MAHLE,piston,3,2842
Dodge,2011-2015,Martinrea,chassis_frame,2,1095
Dodge,2011-2015,Metaldyne,crankshaft,2,1718
Dodge,2011-2015,Metaldyne,oil_pump,2,948
Dodge,2011-2015,Mitsubishi,starter_motor,2,3317
Dodge,2011-2015,Stackpole International,oil_pump,1,202
Dodge,2011-2015,thyssenkrupp,camshaft,1,686
Dodge,2011-2015,Tremec Corporation,manual_transmission,2,696
Dodge,2011-2015,ZF,automatic_transmission_(at),3,3307
Dodge,2011-2015,ZF,steering_gear,1,2088
Dodge,2016-2020,Akebono Brake Industry,disc_brake_(pad),1,1502
Dodge,2016-2020,Bosch,fuel_injection,2,5519
Dodge,2016-2020,Continental,fuel_pump,2,1890
Dodge,2016-2020,Denso,fuel_pump,2,831
Dodge,2016-2020,Denso,starter_motor,3,2993
Dodge,2016-2020,JTEKT,steering_gear,1,299
Dodge,2016-2020,Martinrea,cylinder_block,2,3277
Dodge,2016-2020,Mitsubishi,starter_motor,2,2247
Dodge,2016-2020,SKF,transmission_shaft,3,2593
Dodge,2016-2020,thyssenkrupp,shock_absorber,1,1082
Dodge,2016-2020,Tremec Corporation,manual_transmission,1,996
Dodge,2021-2025,Aisin,automatic_transmission_(at),1,622
Dodge,2021-2025,Bosch,fuel_injection,1,1211
Dodge,2021-2025,Continental,abs_esc,1,608
Dodge,2021-2025,Continental,fuel_pump,3,979
Dodge,2021-2025,Denso,starter_motor,3,2543
Dodge,2021-2025,ElringKlinger,automatic_transmission_(at),1,552
Dodge,2021-2025,Flex N Gate,chassis_frame,1,962
Dodge,2021-2025,Hitachi,shock_absorber,3,2303
Dodge,2021-2025,Marelli,shock_absorber,2,1095
Dodge,2021-2025,Mitsubishi,starter_motor,3,1268
Dodge,2021-2025,Nemak,cylinder_block,1,315
Dodge,2021-2025,Nexteer,steering_gear,2,1623
Dodge,2021-2025,Rongtai Industrial Development Le?n S. de R.L. de C.V.,steering_gear,1,142
Dodge,2021-2025,SEGA,starter_motor,2,1140
Dodge,2021-2025,thyssenkrupp,shock_absorber,3,2541
Dodge,2021-2025,Tremec Corporation,manual_transmission,3,1525
Dodge,2021-2025,ZF,abs_esc,1,237
Dodge,2021-2025,ZF,automatic_transmission_(at),1,1327
Dodge,2021-2025,ZF,disc_brake_(pad),1,636
Dodge,2021-2025,ZF,shock_absorber,5,2010
Dongfeng,2016-2020,"Ziyang Yuexing Automotive Parts Manufacturing Co., Ltd.",catalytic_converter,1,997
Dongfeng Honda,2011-2015,Aikitec Autoparts Foshan,automatic_transmission_(at),1,2578
Dongfeng Honda,2011-2015,Dongfeng,camshaft,1,751
Dongfeng Honda,2011-2015,Dongfeng,crankshaft,1,1602
Dongfeng Honda,2011-2015,Dongfeng,cylinder_block,1,404
Dongfeng Honda,2011-2015,FCC,clutch,1,2374
Dongfeng Honda,2011-2015,Hitachi,abs_esc,1,344
Dongfeng Honda,2011-2015,Hitachi,fuel_injection,1,2776
Dongfeng Honda,2011-2015,Hitachi,power_steering_pump,1,1183
Dongfeng Honda,2011-2015,Honda,automatic_transmission_(at),1,1837
Dongfeng Honda,2011-2015,Honda,crankshaft,1,2725
Dongfeng Honda,2011-2015,Honda,manual_transmission,1,821
Dongfeng Honda,2011-2015,"Huizhou Nippon Steel Forging Co., Ltd. (Formerly Huizhou Sumikin Forging Co., Ltd.)",crankshaft,1,4968
Dongfeng Honda,2011-2015,"Zhaoqing Honda Foundry Co., Ltd.",cylinder_block,1,854
Dongfeng Honda,2011-2015,"Zhejiang Aisin-Hongda Automobile Parts Co., Ltd.",water_pump,1,762
Dongfeng Honda,2016-2020,Beijing West Industries,shock_absorber,1,429
Dongfeng Honda,2016-2020,Bosch,abs_esc,4,5040
Dongfeng Honda,2016-2020,"Chian Hsing (Taicang) Metals Products Co., Ltd.",transmission_shaft,1,1813
Dongfeng Honda,2016-2020,Continental,abs_esc,4,4211
Dongfeng Honda,2016-2020,Dongfeng,abs_esc,1,736
Dongfeng Honda,2016-2020,Dongfeng,camshaft,1,6099
Dongfeng Honda,2016-2020,Dongfeng,crankshaft,1,4637
Dongfeng Honda,2016-2020,Exedy,clutch,1,357
Dongfeng Honda,2016-2020,Faurecia,catalytic_converter,2,1469
Dongfeng Honda,2016-2020,FCC,clutch,1,1324
Dongfeng Honda,2016-2020,"Foshan J.B. Automotive Products Co., Ltd.",disc_brake_(pad),1,1747
Dongfeng Honda,2016-2020,"Foshan Kanemitsu Automoive Parts Co., Ltd.",water_pump,1,536
Dongfeng Honda,2016-2020,Hitachi,abs_esc,4,5805
Dongfeng Honda,2016-2020,Hitachi,fuel_pump,1,3963
Dongfeng Honda,2016-2020,Hitachi,shock_absorber,4,4440
Dongfeng Honda,2016-2020,Kaneta Kogyo,transmission_shaft,1,2999
Dongfeng Honda,2016-2020,Nidec,oil_pump,1,1630
Dongfeng Honda,2016-2020,"Precision Sintered Products (Wuxi) Co., Ltd.",shock_absorber,1,3043
Dongfeng Honda,2016-2020,Shanghai Beite Tech,shock_absorber,1,1827
Dongfeng Honda,2016-2020,"Shanghai Carthane Co., Ltd.",shock_absorber,1,1737
Dongfeng Honda,2016-2020,"Wuhan Hesheng Automotive Parts Co., Ltd.",crossmember,1,698
Dongfeng Honda,2016-2020,"Wuhan Jin Feng Auto Parts Co., Ltd.",catalytic_converter,4,9374
Dongfeng Honda,2016-2020,"Wuxi MOBIS Automotive Parts Co., Ltd. (MWX)",abs_esc,1,143
Dongfeng Honda,2016-2020,Yutaka,catalytic_converter,1,1776
Dongfeng Honda,2021-2025,Beijing West Industries,shock_absorber,1,119
Dongfeng Honda,2021-2025,Bosch,abs_esc,2,1927
Dongfeng Honda,2021-2025,"Changhua Holding Group Co., Ltd. (Formerly Zhejiang Changhua Auto Parts Co., Ltd.)",crossmember,1,549
Dongfeng Honda,2021-2025,Continental,abs_esc,3,2599
Dongfeng Honda,2021-2025,"Foshan Fengfu Auto Parts Co., Ltd.",catalytic_converter,1,225
Dongfeng Honda,2021-2025,"Foshan Fengfu Auto Parts Co., Ltd.",exhaust_manifold,1,10085
Dongfeng Honda,2021-2025,"Foshan Fengfu Auto Parts Co., Ltd.",torque_converter,1,9517
Dongfeng Honda,2021-2025,"Foshan Kanemitsu Automoive Parts Co., Ltd.",water_pump,1,3256
Dongfeng Honda,2021-2025,Hitachi,abs_esc,2,1160
Dongfeng Honda,2021-2025,Hitachi,shock_absorber,2,2514
Dongfeng Honda,2021-2025,Nidec,oil_pump,1,2261
Dongfeng Honda,2021-2025,"Wuhan Jin Feng Auto Parts Co., Ltd.",catalytic_converter,2,2768
Dongfeng Honda,2021-2025,"Wuhan Jin Feng Auto Parts Co., Ltd.",exhaust_manifold,1,10162
Dongfeng Honda,2021-2025,"Zhejiang Aisin-Hongda Automobile Parts Co., Ltd.",water_pump,1,2699
Dongfeng Liuzhou Motor,2011-2015,Bosch,abs_esc,1,243
Dongfeng Liuzhou Motor,2011-2015,China South,shock_absorber,1,2887
Dongfeng Liuzhou Motor,2011-2015,"Kunming Sino-Platinum Metals Catalyst Co., Ltd.",catalytic_converter,1,579
Dongfeng Liuzhou Motor,2011-2015,"Tangshan Aisin Gear Co., Ltd.",manual_transmission,1,934
Dongfeng Liuzhou Motor,2016-2020,Beijing West Industries,abs_esc,5,5594
Dongfeng Liuzhou Motor,2016-2020,Bosch,abs_esc,6,16313
Dongfeng Liuzhou Motor,2016-2020,CATARC,catalytic_converter,3,2000
Dongfeng Liuzhou Motor,2016-2020,CATARC,exhaust_manifold,1,4175
Dongfeng Liuzhou Motor,2016-2020,Chengdu Xiling Power Science & Technology Incorporated Company,camshaft,1,4568
Dongfeng Liuzhou Motor,2016-2020,Chengdu Xiling Power Science & Technology Incorporated Company,crankshaft,1,3887
Dongfeng Liuzhou Motor,2016-2020,China South,shock_absorber,2,896
Dongfeng Liuzhou Motor,2016-2020,"CNC Driveline Technology Co., Ltd. (Formerly Zhuhai China And Canton Clutch Co., Ltd.)",clutch,1,1743
Dongfeng Liuzhou Motor,2016-2020,"CNC Driveline Technology Co., Ltd. (Formerly Zhuhai China And Canton Clutch Co., Ltd.)",shock_absorber,1,1699
Dongfeng Liuzhou Motor,2016-2020,Continental,abs_esc,1,993
Dongfeng Liuzhou Motor,2016-2020,Faurecia,catalytic_converter,3,2487
Dongfeng Liuzhou Motor,2016-2020,"Fujian Zhaori Environmental Science and Technology Development Co., Ltd.",catalytic_converter,1,552
Dongfeng Liuzhou Motor,2016-2020,"Japhl Powertrain Systems Co., Ltd.",catalytic_converter,1,419
Dongfeng Liuzhou Motor,2016-2020,"Kunming Sino-Platinum Metals Catalyst Co., Ltd.",catalytic_converter,5,10668
Dongfeng Liuzhou Motor,2016-2020,Magna,manual_transmission,2,3968
Dongfeng Liuzhou Motor,2016-2020,Mitsubishi,cylinder_block,1,1497
Dongfeng Liuzhou Motor,2016-2020,"Precision Sintered Products (Wuxi) Co., Ltd.",shock_absorber,1,2576
Dongfeng Liuzhou Motor,2016-2020,"Shanghai Carthane Co., Ltd.",shock_absorber,2,1863
Dongfeng Liuzhou Motor,2016-2020,"Shanghai Zhelin Auto Parts Co., Ltd.",manual_transmission,1,3328
Dongfeng Liuzhou Motor,2016-2020,"Shenyang Sanwei Machinery Co., Ltd.",crankshaft,1,3235
Dongfeng Liuzhou Motor,2016-2020,"United Automotive Electronic Systems Co., Ltd.",fuel_injection,1,1800
Dongfeng Liuzhou Motor,2016-2020,"United Automotive Electronic Systems Co., Ltd.",fuel_pump,1,899
Dongfeng Liuzhou Motor,2016-2020,"Xiamen Kaifa Shock Absorber Industry Co., Ltd.",shock_absorber,1,293
Dongfeng Liuzhou Motor,2016-2020,"Zhejiang Bondlye Environmental Technology Co., Ltd.",catalytic_converter,4,6182
Dongfeng Liuzhou Motor,2021-2025,Beijing West Industries,abs_esc,2,775
Dongfeng Liuzhou Motor,2021-2025,Bosch,abs_esc,2,894
Dongfeng Liuzhou Motor,2021-2025,"Kunming Sino-Platinum Metals Catalyst Co., Ltd.",catalytic_converter,2,1541
Dongfeng Liuzhou Motor,2021-2025,Ruili,abs_esc,1,615
Dongfeng Liuzhou Motor,2021-2025,SAIC Motor Group,abs_esc,1,1638
Dongfeng Liuzhou Motor,2021-2025,"United Automotive Electronic Systems Co., Ltd.",fuel_injection,1,521
Dongfeng Liuzhou Motor,2021-2025,"United Automotive Electronic Systems Co., Ltd.",fuel_pump,1,368
Dongfeng Liuzhou Motor,2021-2025,"Wuhu Bethel Electronic Control System Co., Ltd.",abs_esc,2,5745
Dongfeng Nissan,2011-2015,Aisin,oil_pump,1,867
Dongfeng Nissan,2011-2015,Benteler,exhaust_manifold,1,580
Dongfeng Nissan,2011-2015,Bosch,abs_esc,1,7180
Dongfeng Nissan,2011-2015,China South,shock_absorber,1,1808
Dongfeng Nissan,2011-2015,Exedy,clutch,1,568
Dongfeng Nissan,2011-2015,"Foshan J.B. Automotive Products Co., Ltd.",disc_brake_(pad),1,1113
Dongfeng Nissan,2011-2015,Guangzhou,clutch,1,1899
Dongfeng Nissan,2011-2015,Guangzhou,stablizer,1,2036
Dongfeng Nissan,2011-2015,JATCO,automatic_transmission_(at),5,2992
Dongfeng Nissan,2011-2015,JTEKT,steering_gear,1,951
Dongfeng Nissan,2011-2015,Marelli,catalytic_converter,2,2970
Dongfeng Nissan,2011-2015,Marelli,exhaust_manifold,2,900
Dongfeng Nissan,2011-2015,Mitsubishi,starter_motor,1,2236
Dongfeng Nissan,2011-2015,Pierburg,oil_pump,1,1496
Dongfeng Nissan,2011-2015,Sango,catalytic_converter,1,4275
Dongfeng Nissan,2011-2015,Sango,exhaust_manifold,1,745
Dongfeng Nissan,2011-2015,Shanghai Beite Tech,shock_absorber,1,3693
Dongfeng Nissan,2011-2015,Shanghai Beite Tech,steering_gear,1,2414
Dongfeng Nissan,2011-2015,"Tangshan Aisin Gear Co., Ltd.",manual_transmission,1,1047
Dongfeng Nissan,2011-2015,"Wuxi Weifu Leader Catalytic Converter Co., Ltd.",catalytic_converter,1,1198
Dongfeng Nissan,2011-2015,"Zhanjiang DENI Vehicle Parts Co., Ltd.",water_pump,1,639
Dongfeng Nissan,2016-2020,ADVICS,abs_esc,5,4519
Dongfeng Nissan,2016-2020,Ahresty,torque_converter,1,681
Dongfeng Nissan,2016-2020,Aisan,fuel_pump,1,1450
Dongfeng Nissan,2016-2020,Bosch,abs_esc,5,28215
Dongfeng Nissan,2016-2020,CATARC,catalytic_converter,2,995
Dongfeng Nissan,2016-2020,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,3,1642
Dongfeng Nissan,2016-2020,Exedy,clutch,1,288
Dongfeng Nissan,2016-2020,Exedy,torque_converter,1,3691
Dongfeng Nissan,2016-2020,Faurecia,catalytic_converter,7,5254
Dongfeng Nissan,2016-2020,Fawer,shock_absorber,1,121
Dongfeng Nissan,2016-2020,Forvia,catalytic_converter,1,675
Dongfeng Nissan,2016-2020,"Foshan J.B. Automotive Products Co., Ltd.",disc_brake_(pad),1,1332
Dongfeng Nissan,2016-2020,"Foshan Kanemitsu Automoive Parts Co., Ltd.",water_pump,1,933
Dongfeng Nissan,2016-2020,Hitachi,abs_esc,5,4719
Dongfeng Nissan,2016-2020,Hitachi,oil_pump,1,3588
Dongfeng Nissan,2016-2020,Hitachi,piston,1,3336
Dongfeng Nissan,2016-2020,Hitachi,water_pump,1,2912
Dongfeng Nissan,2016-2020,KYB,camshaft,1,2594
Dongfeng Nissan,2016-2020,KYB,power_steering_pump,1,139
Dongfeng Nissan,2016-2020,KYB,shock_absorber,1,2820
Dongfeng Nissan,2016-2020,Marelli,catalytic_converter,15,25875
Dongfeng Nissan,2016-2020,Nisshinbo,disc_brake_(pad),1,808
Dongfeng Nissan,2016-2020,"Precision Sintered Products (Wuxi) Co., Ltd.",shock_absorber,1,3769
Dongfeng Nissan,2016-2020,"Prospira (Changzhou) Automotive Products Co., Ltd. (Formerly Bridgestone (Changzhou) Automotive Products Co., Ltd.)",crankshaft,1,1667
Dongfeng Nissan,2016-2020,Roki,power_steering_pump,1,1053
Dongfeng Nissan,2016-2020,"Saeron Automotive Beijing Co.,Ltd.",disc_brake_(pad),1,556
Dongfeng Nissan,2016-2020,Sango,catalytic_converter,5,18543
Dongfeng Nissan,2016-2020,THK,stablizer,1,2716
Dongfeng Nissan,2016-2020,Unipres,torque_converter,1,247
Dongfeng Nissan,2016-2020,"Wuxi Weifu Leader Catalytic Converter Co., Ltd.",catalytic_converter,5,4572
Dongfeng Nissan,2021-2025,ADVICS,abs_esc,1,910
Dongfeng Nissan,2021-2025,Bosch,abs_esc,4,3271
Dongfeng Nissan,2021-2025,Continental,abs_esc,3,1977
Dongfeng Nissan,2021-2025,Delphi,disc_brake_(pad),1,3023
Dongfeng Nissan,2021-2025,Dongfeng,catalytic_converter,1,1963
Dongfeng Nissan,2021-2025,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,1,201
Dongfeng Nissan,2021-2025,Exedy,clutch,1,306
Dongfeng Nissan,2021-2025,Hitachi,abs_esc,1,937
Dongfeng Nissan,2021-2025,KYB,shock_absorber,1,3988
Dongfeng Nissan,2021-2025,Marelli,catalytic_converter,4,2506
Dongfeng Nissan,2021-2025,Sango,catalytic_converter,2,1910
