?Region,?Maker,?Model,?Model year,?Supplier
China,Lifan,X50 (China),2017,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Lifan,X60 (China),2017,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Lifan,X80 (China),2017,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Lifan,Xuanlang (FF) (China),2017,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Nanjing Iveco,Iveco Daily (China),2017,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Nanjing Iveco,Iveco Daily (China),2017,"Chengdu Zhengheng Auto Parts Co., Ltd."
Japan,Nissan,Infiniti Q50,2017,Martinrea International Inc.
Americas,Nissan,Infiniti QX50 (Mexico),2017,"Nemak, S.A.B. de C.V."
Europe,Opel,Crossland X (Spain),2017,Georg Fischer AG
Europe,Peugeot,5008 (France),2017,Georg Fischer AG
Europe,Rolls-Royce,Phantom (UK),2017,Rheinmetall AG
China,Soueast,Mitsubishi Galant (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
China,Soueast,V3 Lingyue (FF) (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
China,Soueast,Mitsubishi Zinger (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
Europe,Volvo Cars,Volvo S60 (Sweden),2017,Martinrea International Inc.
Europe,Volvo Cars,Volvo XC60 (Sweden),2017,Rheinmetall AG
Europe,Volvo Cars,Volvo XC90 (Sweden),2017,Martinrea International Inc.
China,Weichai (Chongqing),Enranger G3 (FF) (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
China,Yema,T70 (FF) (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
China,Zotye,Z500 (FF) (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
Americas,Audi,Q5 (Mexico),2016,Rheinmetall AG
China,BAIC Yinxiang,Wevan 205 (China),2016,"Liuzhou Wuling Liuji Power Co., Ltd."
Europe,Bentley,Bentayga (UK),2016,Rheinmetall AG
Japan,Daihatsu,Atrai Wagon,2016,Daihatsu
Japan,Daihatsu,Boon,2016,Daihatsu
Japan,Daihatsu,Cast Activa,2016,Daihatsu
Japan,Daihatsu,Cast Activa,2016,Daihatsu
Japan,Daihatsu,Cast Sport,2016,Daihatsu
Japan,Daihatsu,Cast Style,2016,Daihatsu
Japan,Daihatsu,Cast Style,2016,Daihatsu
Japan,Daihatsu,Copen Cero,2016,Daihatsu
Japan,Daihatsu,Copen Cero,2016,Daihatsu
Japan,Daihatsu,Copen Robe,2016,Daihatsu
Japan,Daihatsu,Copen Robe,2016,Daihatsu
Japan,Daihatsu,Copen XPlay,2016,Daihatsu
Japan,Daihatsu,Mira,2016,Daihatsu
Japan,Daihatsu,Mira Cocoa,2016,Daihatsu
Japan,Daihatsu,Mira e:S,2016,Daihatsu
Japan,Daihatsu,Move,2016,Daihatsu
Japan,Daihatsu,Move Canbus,2016,Daihatsu
Japan,Daihatsu,Move Conte,2016,Daihatsu
Japan,Daihatsu,Move Conte Custom,2016,Daihatsu
Japan,Daihatsu,Move Custom,2016,Daihatsu
Japan,Daihatsu,Tanto,2016,Daihatsu
Japan,Daihatsu,Tanto Custom,2016,Daihatsu
Japan,Daihatsu,Wake,2016,Daihatsu
Japan,Daihatsu,Wake,2016,Daihatsu
Europe,Daimler,Mercedes-Benz GLC (Germany),2016,"Nemak, S.A.B. de C.V."
China,FAW-Volkswagen,Volkswagen Jetta (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,FAW-Volkswagen,Volkswagen Jetta (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
Americas,GM,Cadillac CT6 (USA),2016,"Nemak, S.A.B. de C.V."
Americas,GM,Cadillac XT5 (USA),2016,"Nemak, S.A.B. de C.V."
Japan,Honda,Accord Hybrid,2016,Metts Corporation
Japan,Honda,Odyssey Hybrid,2016,Metts Corporation
China,Keyton Motor,Keyton M70 (China),2016,"Liuzhou Wuling Liuji Power Co., Ltd."
Japan,Mazda,Atenza Sedan,2016,Mazda
Japan,Mazda,Atenza Sedan,2016,Mazda
Japan,Mazda,Atenza Sedan,2016,Mazda
Japan,Mazda,Atenza Wagon,2016,Mazda
Japan,Mazda,Atenza Wagon,2016,Mazda
Japan,Mazda,Atenza Wagon,2016,Mazda
Japan,Mazda,Axela Sedan,2016,Mazda
Japan,Mazda,Axela Sedan,2016,Mazda
Japan,Mazda,Axela Sedan Hybrid,2016,Mazda
Japan,Mazda,Axela Sport,2016,Mazda
Japan,Mazda,Axela Sport,2016,Mazda
Japan,Mazda,Axela Sport,2016,Mazda
Japan,Mazda,Biante,2016,Mazda
Japan,Mazda,Biante,2016,Mazda
Japan,Mazda,CX-3,2016,Mazda
Japan,Mazda,CX-3,2016,Mazda
Japan,Mazda,CX-5,2016,Mazda
Japan,Mazda,CX-5,2016,Mazda
Japan,Mazda,CX-5,2016,Mazda
Japan,Mazda,Demio,2016,Mazda
Japan,Mazda,Demio,2016,Mazda
Japan,Mazda,Demio,2016,Mazda
Japan,Mazda,Premacy,2016,Mazda
Japan,Mazda,Premacy,2016,Mazda
Japan,Mazda,Roadster,2016,Mazda
Japan,Mazda,Roadster,2016,Mazda
Japan,Mitsubishi,Delica D:3,2016,"Aichi Machine Industry Co., Ltd."
Japan,Mitsubishi,eK Custom,2016,Ahresty Corporation
Japan,Mitsubishi,eK Custom,2016,Ahresty Corporation
Japan,Mitsubishi,eK Space,2016,Ahresty Corporation
Japan,Mitsubishi,eK Space Custom,2016,Ahresty Corporation
Japan,Mitsubishi,eK Space Custom,2016,Ahresty Corporation
Japan,Mitsubishi,eK Wagon,2016,Ahresty Corporation
Japan,Mitsubishi,eK Wagon,2016,Ahresty Corporation
ASEAN?India?Korea,Mitsubishi,Mirage (Thailand),2016,"Ryobi Die Casting (Thailand) Co., Ltd"
Japan,Nissan,Dayz,2016,Ahresty Corporation
Japan,Nissan,Dayz,2016,Ahresty Corporation
Japan,Nissan,Dayz Highway Star,2016,Ahresty Corporation
Japan,Nissan,Dayz Highway Star,2016,Ahresty Corporation
Japan,Nissan,Dayz Roox,2016,Ahresty Corporation
Japan,Nissan,Dayz Roox Highway Star,2016,Ahresty Corporation
Japan,Nissan,Dayz Roox Highway Star,2016,Ahresty Corporation
Japan,Nissan,Elgrand,2016,"Aichi Machine Industry Co., Ltd."
Japan,Nissan,Lafesta Highway Star,2016,Mazda
Japan,Nissan,Lafesta Highway Star,2016,Mazda
Japan,Nissan,Note,2016,"Aichi Machine Industry Co., Ltd."
Japan,Nissan,Note Medalist,2016,"Aichi Machine Industry Co., Ltd."
Japan,Nissan,NV200 Vanette Wagon,2016,"Aichi Machine Industry Co., Ltd."
Japan,Nissan,NV350 Caravan Wagon,2016,"Aichi Machine Industry Co., Ltd."
Japan,Nissan,Rogue,2016,"Aichi Machine Industry Co., Ltd."
Japan,Nissan,Teana,2016,"Aichi Machine Industry Co., Ltd."
Japan,Nissan,Wingroad,2016,"Aichi Machine Industry Co., Ltd."
Japan,Nissan,Wingroad,2016,"Aichi Machine Industry Co., Ltd."
Europe,Porsche,718 Boxster (Germany),2016,Rheinmetall AG
China,SAIC Volkswagen,Skoda Fabia (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Fabia (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Gran Lavida (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Gran Lavida (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Gran Santana (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Gran Santana (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Lavida (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Lavida (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Octavia (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Octavia (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Passat (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Passat (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Polo (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Polo (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Rapid (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Rapid (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Rapid (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Rapid Spaceback (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Rapid Spaceback (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Rapid Spaceback (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Rapid Spaceback (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Superb (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Superb (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Tiguan (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Tiguan (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Touran (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Volkswagen Touran (FF) (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Yeti (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Yeti (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
China,SAIC Volkswagen,Skoda Yeti (China),2016,"Shanghai Volkswagen Powertrain Co., Ltd."
Japan,Subaru,Dias Wagon,2016,Daihatsu
Japan,Subaru,Pleo,2016,Daihatsu
Japan,Subaru,Pleo +,2016,Daihatsu
Japan,Subaru,Stella,2016,Daihatsu
Japan,Subaru,Stella Custom,2016,Daihatsu
Japan,Toyota,Alphard,2016,Toyota Industries Corporation
Japan,Toyota,Passo,2016,Daihatsu
Japan,Toyota,Pixis Epoch,2016,Daihatsu
Japan,Toyota,Pixis Mega,2016,Daihatsu
Japan,Toyota,Pixis Mega,2016,Daihatsu
Japan,Toyota,Pixis Space,2016,Daihatsu
Japan,Toyota,Pixis Space Custom,2016,Daihatsu
Japan,Toyota,Vellfire,2016,Toyota Industries Corporation
Europe,Volvo Cars,Volvo V90 (Sweden),2016,Rheinmetall AG
Europe,Audi,A4 (Germany),2015,Rheinmetall AG
Europe,Audi,Q7 (Slovakia),2015,Rheinmetall AG
China,BAIC Yinxiang,Wevan 306 (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Beijing Hyundai,Hyundai Avante (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Beijing Hyundai,Hyundai Elantra HDC (FF) (China),2015,"Jiangsu Hyundai WIA Co., Ltd."
China,Beijing Hyundai,Hyundai Elantra HDC (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Beijing Hyundai,Hyundai ix25 (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Beijing Hyundai,Hyundai ix35 (FF) (China),2015,"Jiangsu Hyundai WIA Co., Ltd."
China,Beijing Hyundai,Hyundai ix35 (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Beijing Hyundai,Hyundai Mistra (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Beijing Hyundai,Hyundai Santa Fe (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Beijing Hyundai,Hyundai Sonata (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Beijing Hyundai,Hyundai Tucson (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Beijing Hyundai,Hyundai Verna HB (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Beijing Hyundai,Hyundai Verna NB (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
Europe,BMW,1 Series (Germany),2015,Georg Fischer AG
China,Changan,Alsvin V5 (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Changan,Honor (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Changan,Star (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Changan Ford,Ford Classic Focus (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Changan Ford,Ford EcoSport (FF) (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Changan Ford,Ford Edge (FF) (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Changan Ford,Ford Fiesta (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Changan Ford,Ford Focus (China),2015,"GuangDong PaiSheng Intelligent Technology Co.,Ltd. (Formerly Guangdong Hongteo Technology Co., Ltd.)"
China,Changan Ford,Ford Kuga (FF) (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Changan Ford,Ford Mondeo (FF) (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Changan Ford,Ford Taurus (FF) (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Changan PSA,DS DS 5 (China),2015,Georg Fischer AG
China,Changan Suzuki,Suzuki Cultus (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,Changan Suzuki,Suzuki Swift (FF) (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
Americas,Daimler,Mercedes-Benz GLE Coupe (USA),2015,Nemak Wernigerode GmbH
Americas,Daimler,Mercedes-Benz Metris (USA),2015,Nemak Dillingen GmbH
China,Dongfeng Peugeot Citroen,Citroen C-Quatre HB (China),2015,"Shandong Changlin Foundry Co., Ltd."
China,Dongfeng Peugeot Citroen,Citroen C4 (China),2015,Ryobi Limited
China,Dongfeng Peugeot Citroen,Citroen C4L (FF) (China),2015,Georg Fischer AG
China,Dongfeng Yueda Kia,Kia Cerato (China),2015,"Jiangsu Hyundai WIA Co., Ltd."
China,Dongfeng Yueda Kia,Kia Forte (FF) (China),2015,"Jiangsu Hyundai WIA Co., Ltd."
China,Dongfeng Yueda Kia,Kia K2 (FF) (China),2015,"Jiangsu Hyundai WIA Co., Ltd."
China,Dongfeng Yueda Kia,Kia K2 (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Dongfeng Yueda Kia,Kia K3 (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Dongfeng Yueda Kia,Kia K3S (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Dongfeng Yueda Kia,Kia K4 Cachet (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Dongfeng Yueda Kia,Kia K5 (FF) (China),2015,"Jiangsu Hyundai WIA Co., Ltd."
China,Dongfeng Yueda Kia,Kia K5 (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Dongfeng Yueda Kia,Kia KX3 (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Dongfeng Yueda Kia,Kia Soul (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Dongfeng Yueda Kia,Kia Sportage (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
China,Dongfeng Yueda Kia,Kia Sportage R (FF) (China),2015,"Jiangsu Hyundai WIA Co., Ltd."
China,Dongfeng Yueda Kia,Kia Sportage R (FF) (China),2015,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)"
Americas,Ford,Edge (Canada),2015,"Nemak, S.A.B. de C.V."
Americas,Ford,Edge (Canada),2015,Tupy S.A.
Americas,Ford,F-150 (USA),2015,"Nemak, S.A.B. de C.V."
Americas,Ford,Lincoln MKX (Canada),2015,"Nemak, S.A.B. de C.V."
Americas,Ford,Mustang (USA),2015,"Nemak, S.A.B. de C.V."
China,GAC Fiat Chrysler,Fiat Viaggio (FF) (China),2015,"GuangDong PaiSheng Intelligent Technology Co.,Ltd. (Formerly Guangdong Hongteo Technology Co., Ltd.)"
China,GAC Honda,Honda City (FF) (China),2015,"GuangDong PaiSheng Intelligent Technology Co.,Ltd. (Formerly Guangdong Hongteo Technology Co., Ltd.)"
China,GAC Honda,Honda Fit (FF) (China),2015,"GuangDong PaiSheng Intelligent Technology Co.,Ltd. (Formerly Guangdong Hongteo Technology Co., Ltd.)"
China,GAC Motor,Trumpchi GA5 (FF) (China),2015,"Shandong Changlin Foundry Co., Ltd."
China,GAC Motor,Trumpchi GA6 (FF) (China),2015,"Shandong Changlin Foundry Co., Ltd."
China,GAC Motor,Trumpchi GS5 (FF) (China),2015,"Shandong Changlin Foundry Co., Ltd."
China,GAC Toyota,Toyota Camry (FF) (China),2015,"GAC Toyota Engine Co., Ltd."
China,GAC Toyota,Toyota Camry Hybrid (FF) (China),2015,"GAC Toyota Engine Co., Ltd."
China,GAC Toyota,Toyota E'Z (FF) (China),2015,"GAC Toyota Engine Co., Ltd."
China,GAC Toyota,Toyota Highlander (FF) (China),2015,"GAC Toyota Engine Co., Ltd."
Americas,GM,Chevrolet Camaro (USA),2015,"Nemak, S.A.B. de C.V."
Americas,GM,Cadillac CT6 (USA),2015,"Nemak, S.A.B. de C.V."
Americas,GM,Chevrolet Malibu (USA),2015,"Nemak, S.A.B. de C.V."
Americas,GM,Chevrolet Volt (USA),2015,"Nemak, S.A.B. de C.V."
ASEAN?India?Korea,Honda,Civic (Philippines),2015,PT. Honda Prospect Motor
Europe,Jaguar Land Rover,Land Rover Discovery Sport (UK),2015,Tupy S.A.
China,Jiangling Motors,Ford Everest (FR) (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,SAIC GM Wuling,Baojun 630 (FF) (China),2015,SGMW
China,SAIC GM Wuling,Wuling Hongguang (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,SAIC GM Wuling,Wuling Hongguang (China),2015,SGMW
China,SAIC GM Wuling,Baojun Spark (China),2015,SGMW
China,SAIC GM Wuling,Wuling Sunshine (MR) (China),2015,Chongqing Qin'an Mechanical & Electrical Plc.
China,SAIC GM Wuling,Wuling Sunshine (MR) (China),2015,SGMW
Americas,Toyota,Tacoma (Mexico),2015,Tupy S.A.
Europe,Audi,S5 (Germany),2014,KS Large Bore Pistons Group (Formerly KS Kolbenschmidt GmbH)
China,Beijing Benz,Mercedes-Benz C 260 (FR) (China),2014,"Beijing Benz Automotive Co., Ltd. Engine Factory"
China,Beijing Benz,Mercedes-Benz C180 (China),2014,"Beijing Benz Automotive Co., Ltd. Engine Factory"
China,Beijing Benz,Mercedes-Benz E 260 L (FR) (China),2014,"Beijing Benz Automotive Co., Ltd. Engine Factory"
China,Beijing Benz,Mercedes-Benz GLK 260 (China),2014,Beijing Benz
China,Beijing Benz,Mercedes-Benz GLK 260 (China),2014,"Beijing Benz Automotive Co., Ltd. Engine Factory"
Europe,BMW,MINI MINI ONE (UK),2014,Georg Fischer AG
China,Changan PSA,DS DS 5 (China),2014,"GF Casting Solutions Kunshan Co., Ltd."
Americas,Chrysler,200 (USA),2014,Nemak USA Inc. - Alabama
Europe,Citroen,C4 Cactus (Spain),2014,Georg Fischer AG
Americas,Daimler,Mercedes-Benz C-Class (USA),2014,Nemak Wernigerode GmbH
Americas,Daimler,Mercedes-Benz C-Class (USA),2014,Nissan North America
Europe,Daimler,Mercedes-Benz GLA (Germany),2014,"Nemak, S.A.B. de C.V."
China,Dongfeng Honda,Honda Civic (FF) (China),2014,"Zhaoqing Honda Foundry Co., Ltd."
China,Dongfeng Honda,Honda CR-V (FF) (China),2014,"Dongfeng Honda Engine Co., Ltd."
China,Dongfeng Honda,Honda CR-V (FF) (China),2014,"Zhaoqing Honda Foundry Co., Ltd."
China,Dongfeng Peugeot Citroen,Citroen C4L (FF) (China),2014,"GF Casting Solutions Kunshan Co., Ltd."
China,FAW-Volkswagen,Audi A4L (FF) (China),2014,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Audi A6L (FF) (China),2014,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Volkswagen Bora (FF) (China),2014,"FAW Foundry Co., Ltd."
China,FAW-Volkswagen,Volkswagen Bora (FF) (China),2014,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,FAW-Volkswagen,Volkswagen CC (FF) (China),2014,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Volkswagen Golf (China),2014,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Volkswagen Golf (China),2014,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,FAW-Volkswagen,Volkswagen Magotan (China),2014,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Volkswagen Magotan (China),2014,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,FAW-Volkswagen,Audi Q3 (FF) (China),2014,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Audi Q5 (China),2014,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Volkswagen Sagitar (FF) (China),2014,"FAW Foundry Co., Ltd. Chengdu Non-Ferrous Casting Branch"
China,FAW-Volkswagen,Volkswagen Sagitar (FF) (China),2014,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Volkswagen Sagitar (FF) (China),2014,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
Americas,Ford,Edge (Canada),2014,"Nemak, S.A.B. de C.V."
Americas,Ford,Edge (Canada),2014,Tupy S.A.
Americas,Ford,F-150 (USA),2014,"Nemak, S.A.B. de C.V."
Americas,Ford,Mustang (USA),2014,"Nemak, S.A.B. de C.V."
China,GAC Honda,Honda Accord (FF) (China),2014,"Dongfeng Honda Engine Co., Ltd."
China,GAC Honda,Honda Accord (FF) (China),2014,"Zhaoqing Honda Foundry Co., Ltd."
China,GAC Honda,Honda City (FF) (China),2014,"Dongfeng Honda Engine Co., Ltd."
China,GAC Honda,Honda Crider (FF) (China),2014,"Dongfeng Honda Engine Co., Ltd."
China,GAC Honda,Honda Crosstour (FF) (China),2014,"Dongfeng Honda Engine Co., Ltd."
China,GAC Honda,Honda Fit (FF) (China),2014,"Dongfeng Honda Engine Co., Ltd."
China,GAC Honda,Honda Odyssey (FF) (China),2014,"Dongfeng Honda Engine Co., Ltd."
China,GAC Honda,Everus S1 (China),2014,"Dongfeng Honda Engine Co., Ltd."
Americas,GM,GMC Canyon (USA),2014,"Nemak, S.A.B. de C.V."
Americas,GM,Cadillac Escalade (USA),2014,"Nemak, S.A.B. de C.V."
Americas,GM,Chevrolet Suburban (USA),2014,"Nemak, S.A.B. de C.V."
Americas,GM,Chevrolet Tahoe (USA),2014,"Nemak, S.A.B. de C.V."
Americas,GM,Chevrolet Traverse (USA),2014,"Nemak, S.A.B. de C.V."
Americas,GM,GMC Yukon XL (USA),2014,"Nemak, S.A.B. de C.V."
Japan,Honda,Accord Hybrid,2014,Metts Corporation
ASEAN?India?Korea,Hyundai,Genesis (Korea),2014,"DL Motors Co., Ltd."
ASEAN?India?Korea,Kia,Carens (Korea),2014,"DL Motors Co., Ltd."
ASEAN?India?Korea,Kia,Carens (Korea),2014,"DL Motors Co., Ltd."
ASEAN?India?Korea,Kia,Lotze (Korea),2014,"DL Motors Co., Ltd."
ASEAN?India?Korea,Kia,Lotze (Korea),2014,"DL Motors Co., Ltd."
ASEAN?India?Korea,Kia,Mohave (Korea),2014,"DL Motors Co., Ltd."
Japan,Mitsubishi,eK Space,2014,Ahresty Corporation
Japan,Mitsubishi,eK Wagon,2014,Ahresty Corporation
Americas,Nissan,Altima (USA),2014,Nissan North America
Americas,Nissan,Altima (USA),2014,Nissan North America
Americas,Nissan,Armada (USA),2014,Nissan North America
Japan,Nissan,DAYZ,2014,Ahresty Corporation
Japan,Nissan,DAYZ Roox,2014,Ahresty Corporation
Americas,Nissan,Frontier (USA),2014,Nissan North America
Americas,Nissan,Frontier (USA),2014,Nissan North America
Americas,Nissan,Maxima (USA),2014,Nissan North America
Americas,Nissan,NV (USA),2014,Nissan North America
Americas,Nissan,NV (USA),2014,Nissan North America
Americas,Nissan,Pathfinder (USA),2014,Nissan North America
Americas,Nissan,Pathfinder (USA),2014,Nissan North America
Japan,Nissan,Infiniti Q50 (for Europe),2014,Nissan North America
Americas,Nissan,Infiniti QX60 (USA),2014,Nissan North America
Americas,Nissan,Infiniti QX60 (USA),2014,Nissan North America
Americas,Nissan,Rogue (USA),2014,Nissan North America
Americas,Nissan,Titan (USA),2014,Nissan North America
Americas,Nissan,Xterra (USA),2014,Nissan North America
Europe,Porsche,Cayman (Germany),2014,KS Large Bore Pistons Group (Formerly KS Kolbenschmidt GmbH)
