region,maker,supply_year,supplier_group,product,yearly_volume
"ASEAN, India, Korea",Kia,2012,"MinebeaMitsumi Inc. (Formerly Minebea Co., Ltd.)",starter_motor,274
"ASEAN, India, Korea",Kia,2012,Taiwan Brake Technology Corporation,disc_brake_(pad),120
"ASEAN, India, Korea",Kia,2012,TMD Friction Holdings GmbH,disc_brake_(pad),760
"ASEAN, India, Korea",Kia,2012,ZF,clutch,2169
"ASEAN, India, Korea",Kia,2013,HL Mando,shock_absorber,834
"ASEAN, India, Korea",Kia,2013,Hyundai,automatic_transmission_(at),938
"ASEAN, India, Korea",Kia,2014,"DL Motors Co., Ltd.",automatic_transmission_(at),3685
"ASEAN, India, Korea",Kia,2014,"DL Motors Co., Ltd.",camshaft,2497
"ASEAN, India, Korea",Kia,2014,"DL Motors Co., Ltd.",cylinder_block,2087
"ASEAN, India, Korea",Kia,2014,"DL Motors Co., Ltd.",manual_transmission,633
"ASEAN, India, Korea",Kia,2014,HL Mando,shock_absorber,353
"ASEAN, India, Korea",Kia,2014,HL Mando,steering_gear,2442
"ASEAN, India, Korea",Kia,2014,Hyundai,automatic_transmission_(at),13760
"ASEAN, India, Korea",Kia,2014,Hyundai,chassis_frame,889
"ASEAN, India, Korea",Kia,2014,Hyundai,manual_transmission,3996
"ASEAN, India, Korea",Kia,2015,Faurecia,catalytic_converter,528
"ASEAN, India, Korea",Kia,2015,HL Mando,shock_absorber,174
"ASEAN, India, Korea",Kia,2015,SJG Sejung,catalytic_converter,322
"ASEAN, India, Korea",Kia,2016,BorgWarner,clutch,794
"ASEAN, India, Korea",Kia,2016,Faurecia,catalytic_converter,296
"ASEAN, India, Korea",Kia,2016,Kia,automatic_transmission_(at),262
"ASEAN, India, Korea",Kia,2016,"Sambo Motors Co., Ltd.",automatic_transmission_(at),1951
"ASEAN, India, Korea",Kia,2016,SJG Sejung,catalytic_converter,435
"ASEAN, India, Korea",Kia,2016,Valeo,starter_motor,931
"ASEAN, India, Korea",Kia,2016,"Wooshin Industrial Co., Ltd.",catalytic_converter,777
"ASEAN, India, Korea",Kia,2017,Faurecia,catalytic_converter,347
"ASEAN, India, Korea",Kia,2017,SANGO,exhaust_manifold,979
"ASEAN, India, Korea",Kia,2017,SJG Sejung,catalytic_converter,843
"ASEAN, India, Korea",Kia,2018,Brembo,disc_brake_(pad),957
"ASEAN, India, Korea",Kia,2018,"Dong Yang Piston Co., Ltd.",piston,1469
"ASEAN, India, Korea",Kia,2018,"DongSeo Machine & Tools Co., Ltd.",chassis_frame,902
"ASEAN, India, Korea",Kia,2018,"DongSeo Machine & Tools Co., Ltd.",cylinder_block,907
"ASEAN, India, Korea",Kia,2018,"DR Axion Co., Ltd.",chassis_frame,590
"ASEAN, India, Korea",Kia,2018,"DR Axion Co., Ltd.",oil_pump,916
"ASEAN, India, Korea",Kia,2018,Faurecia,catalytic_converter,1855
"ASEAN, India, Korea",Kia,2018,GMB,piston,4091
"ASEAN, India, Korea",Kia,2018,GMB,transmission_shaft,1258
"ASEAN, India, Korea",Kia,2018,GMB,water_pump,1950
"ASEAN, India, Korea",Kia,2018,Hyundai,chassis_frame,4651
"ASEAN, India, Korea",Kia,2018,Hyundai,manual_transmission,5197
"ASEAN, India, Korea",Kia,2018,"Samkee Corp. (Formerly Samkee Automotive Co., Ltd.)",automatic_transmission_(at),719
"ASEAN, India, Korea",Kia,2018,"Samkee Corp. (Formerly Samkee Automotive Co., Ltd.)",clutch,5774
"ASEAN, India, Korea",Kia,2018,"Samkee Corp. (Formerly Samkee Automotive Co., Ltd.)",torque_converter,1275
"ASEAN, India, Korea",Kia,2018,Sangsin,disc_brake_(pad),3083
"ASEAN, India, Korea",Kia,2018,SJG Sejung,catalytic_converter,351
"ASEAN, India, Korea",Kia,2019,HL Mando,abs_esc,1391
"ASEAN, India, Korea",Kia,2019,Hyundai,chassis_frame,3312
"ASEAN, India, Korea",Kia,2019,Hyundai,fuel_injection,1306
"ASEAN, India, Korea",Kia,2019,Sangsin,disc_brake_(pad),1481
"ASEAN, India, Korea",Kia,2020,BorgWarner,starter_motor,1072
"ASEAN, India, Korea",Kia,2020,"Dongsuh Federal-Mogul Co., Ltd.",piston,403
"ASEAN, India, Korea",Kia,2020,Hyundai,automated_manual_transmission,623
"ASEAN, India, Korea",Kia,2020,Hyundai,automatic_transmission_(at),7707
"ASEAN, India, Korea",Kia,2020,Hyundai,chassis_frame,3698
"ASEAN, India, Korea",Kia,2020,Hyundai,manual_transmission,3741
"ASEAN, India, Korea",Kia,2020,Valeo,starter_motor,2021
"ASEAN, India, Korea",Kia,2020,"Youngshin Automotive India PVT., Ltd.",oil_pump,1455
"ASEAN, India, Korea",Kia,2020,"Youngshin Automotive India PVT., Ltd.",power_steering_pump,2087
"ASEAN, India, Korea",Kia,2021,BorgWarner,starter_motor,1263
"ASEAN, India, Korea",Kia,2021,"Dongsuh Federal-Mogul Co., Ltd.",piston,257
"ASEAN, India, Korea",Kia,2021,HL Mando,abs_esc,1343
"ASEAN, India, Korea",Kia,2021,HL Mando,shock_absorber,1575
"ASEAN, India, Korea",Kia,2021,Hyundai,automatic_transmission_(at),2975
"ASEAN, India, Korea",Kia,2021,Hyundai,chassis_frame,2897
"ASEAN, India, Korea",Kia,2021,Hyundai,crossmember,753
"ASEAN, India, Korea",Kia,2021,Hyundai,fuel_injection,3472
"ASEAN, India, Korea",Kia,2021,Hyundai,fuel_pump,3345
"ASEAN, India, Korea",Kia,2021,Hyundai,manual_transmission,2400
"ASEAN, India, Korea",Kia,2021,"Lee Won Precision Co.,Ltd.",camshaft,1037
"ASEAN, India, Korea",Kia,2021,Motonic Corporation,fuel_injection,478
"ASEAN, India, Korea",Kia,2021,Motonic Corporation,fuel_pump,809
"ASEAN, India, Korea",Kia,2021,Motonic Corporation,oil_pump,909
"ASEAN, India, Korea",Kia,2021,PCL,camshaft,1910
"ASEAN, India, Korea",Kia,2021,Sejong,catalytic_converter,465
"ASEAN, India, Korea",Kia,2021,Sejong,exhaust_manifold,804
"ASEAN, India, Korea",Kia,2021,Valeo,starter_motor,679
"ASEAN, India, Korea",Kia,2022,BorgWarner,starter_motor,893
"ASEAN, India, Korea",Kia,2022,"Daejoo Kores Co.,Ltd.",chassis_frame,1264
"ASEAN, India, Korea",Kia,2022,Endurance Technologies Ltd.,automatic_transmission_(at),579
"ASEAN, India, Korea",Kia,2022,Endurance Technologies Ltd.,chassis_frame,939
"ASEAN, India, Korea",Kia,2022,Endurance Technologies Ltd.,clutch,568
"ASEAN, India, Korea",Kia,2022,Endurance Technologies Ltd.,manual_transmission,137
"ASEAN, India, Korea",Kia,2022,Forvia,catalytic_converter,2489
"ASEAN, India, Korea",Kia,2022,HL Mando,shock_absorber,1267
"ASEAN, India, Korea",Kia,2022,Hwashin,crossmember,841
"ASEAN, India, Korea",Kia,2022,Hyundai,abs_esc,326
"ASEAN, India, Korea",Kia,2022,Hyundai,automated_manual_transmission,985
"ASEAN, India, Korea",Kia,2022,Hyundai,automatic_transmission_(at),4978
"ASEAN, India, Korea",Kia,2022,Hyundai,fuel_injection,898
"ASEAN, India, Korea",Kia,2022,Hyundai,manual_transmission,4337
"ASEAN, India, Korea",Kia,2022,Hyundai,shock_absorber,463
"ASEAN, India, Korea",Kia,2022,"Lee Won Precision Co.,Ltd.",camshaft,531
"ASEAN, India, Korea",Kia,2022,"Lee Won Precision Co.,Ltd.",oil_pump,398
"ASEAN, India, Korea",Kia,2022,"Myunghwa Ind. Co., Ltd.",oil_pump,1112
"ASEAN, India, Korea",Kia,2022,Sejong,catalytic_converter,686
"ASEAN, India, Korea",Kia,2022,Sejong,exhaust_manifold,928
"ASEAN, India, Korea",Kia,2022,Valeo,starter_motor,935
"ASEAN, India, Korea",Kia,2022,ZF,automatic_transmission_(at),741
"ASEAN, India, Korea",Kia,2023,"Daejoo Kores Co.,Ltd.",chassis_frame,1240
"ASEAN, India, Korea",Kia,2023,HL Mando,abs_esc,920
"ASEAN, India, Korea",Kia,2023,"Hwasin Precision Co.,Ltd.",automatic_transmission_(at),193
"ASEAN, India, Korea",Kia,2023,"Hwasin Precision Co.,Ltd.",clutch,157
"ASEAN, India, Korea",Kia,2023,"Hwasin Precision Co.,Ltd.",transmission_shaft,960
"ASEAN, India, Korea",Kia,2023,Hyundai,fuel_injection,897
"ASEAN, India, Korea",Kia,2023,Hyundai,shock_absorber,997
"ASEAN, India, Korea",Kia,2023,KOMOS Automotive India,clutch,2576
"ASEAN, India, Korea",Kia,2023,"Lee Won Precision Co.,Ltd.",oil_pump,555
"ASEAN, India, Korea",Kia,2023,"Myunghwa Ind. Co., Ltd.",oil_pump,1206
"ASEAN, India, Korea",Kia,2023,Valeo,starter_motor,806
"ASEAN, India, Korea",Kia,2023,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)",automatic_transmission_(at),1833
"ASEAN, India, Korea",Kia,2023,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)",crankshaft,783
"ASEAN, India, Korea",Kia,2024,Faurecia,exhaust_manifold,401
"ASEAN, India, Korea",Kia,2024,HL Mando,abs_esc,1134
"ASEAN, India, Korea",Kia,2024,Hyundai,abs_esc,980
"ASEAN, India, Korea",Kia,2024,"Myunghwa Ind. Co., Ltd.",oil_pump,587
"ASEAN, India, Korea",Kia,2024,Valeo,starter_motor,289
"ASEAN, India, Korea",Kia,2025,Faurecia,exhaust_manifold,215
"ASEAN, India, Korea",Mahindra & Mahindra,2013,ALF Engineering Pvt. Ltd.,chassis_frame,3095
"ASEAN, India, Korea",Mahindra & Mahindra,2013,KLT Automotive & Tubular Products Ltd.,chassis_frame,1047
"ASEAN, India, Korea",Mahindra & Mahindra,2013,UCAL Products Pvt. Ltd.,oil_pump,988
"ASEAN, India, Korea",Mahindra & Mahindra,2014,Rane,disc_brake_(pad),961
"ASEAN, India, Korea",Mahindra & Mahindra,2016,Aisin,automatic_transmission_(at),604
"ASEAN, India, Korea",Mahindra & Mahindra,2017,Aisin,automatic_transmission_(at),482
"ASEAN, India, Korea",Mahindra & Mahindra,2017,Takshi Auto Components Pvt. Ltd.,automated_manual_transmission,209
"ASEAN, India, Korea",Mahindra & Mahindra,2017,Valeo,clutch,148
"ASEAN, India, Korea",Mahindra & Mahindra,2018,ALF Engineering Pvt. Ltd.,chassis_frame,460
"ASEAN, India, Korea",Mahindra & Mahindra,2018,ALF Engineering Pvt. Ltd.,crossmember,887
"ASEAN, India, Korea",Mahindra & Mahindra,2018,Gabriel India Ltd.,shock_absorber,1566
"ASEAN, India, Korea",Mahindra & Mahindra,2018,JTEKT,power_steering_pump,3569
"ASEAN, India, Korea",Mahindra & Mahindra,2018,JTEKT,steering_gear,4860
"ASEAN, India, Korea",Mahindra & Mahindra,2018,Mungi Engineers Pvt. Ltd.,chassis_frame,865
"ASEAN, India, Korea",Mahindra & Mahindra,2018,Shriram Pistons & Rings Ltd.,piston,5393
"ASEAN, India, Korea",Mahindra & Mahindra,2019,Brakes India Private Limited,disc_brake_(pad),3308
"ASEAN, India, Korea",Mahindra & Mahindra,2019,JTEKT,power_steering_pump,334
"ASEAN, India, Korea",Mahindra & Mahindra,2019,Magneti Marelli,catalytic_converter,443
"ASEAN, India, Korea",Mahindra & Mahindra,2019,Marelli,automated_manual_transmission,748
"ASEAN, India, Korea",Mahindra & Mahindra,2019,PCL,camshaft,103
"ASEAN, India, Korea",Mahindra & Mahindra,2019,Rane,disc_brake_(pad),502
"ASEAN, India, Korea",Mahindra & Mahindra,2019,Schaeffler,clutch,1359
"ASEAN, India, Korea",Mahindra & Mahindra,2019,Sharda,shock_absorber,940
"ASEAN, India, Korea",Mahindra & Mahindra,2019,Sundram Fasteners Limited - Pumps & Assemblies,water_pump,1218
"ASEAN, India, Korea",Mahindra & Mahindra,2019,"Youngshin Automotive India PVT., Ltd.",oil_pump,199
"ASEAN, India, Korea",Mahindra & Mahindra,2019,"Youngshin Automotive India PVT., Ltd.",power_steering_pump,915
"ASEAN, India, Korea",Mahindra & Mahindra,2020,Brakes India Private Limited,disc_brake_(pad),2367
"ASEAN, India, Korea",Mahindra & Mahindra,2020,Jay Bharat Maruti Ltd. (JBML),crossmember,1921
"ASEAN, India, Korea",Mahindra & Mahindra,2020,Magneti Marelli,automated_manual_transmission,572
"ASEAN, India, Korea",Mahindra & Mahindra,2020,Magneti Marelli,catalytic_converter,7000
"ASEAN, India, Korea",Mahindra & Mahindra,2020,PCL,camshaft,1865
"ASEAN, India, Korea",Mahindra & Mahindra,2020,Schaeffler,clutch,1089
"ASEAN, India, Korea",Mahindra & Mahindra,2020,"Youngshin Automotive India PVT., Ltd.",oil_pump,5950
"ASEAN, India, Korea",Mahindra & Mahindra,2020,"Youngshin Automotive India PVT., Ltd.",power_steering_pump,6111
"ASEAN, India, Korea",Mahindra & Mahindra,2021,Brakes India Private Limited,disc_brake_(pad),4175
"ASEAN, India, Korea",Mahindra & Mahindra,2021,Jay Bharat Maruti Ltd. (JBML),crossmember,602
"ASEAN, India, Korea",Mahindra & Mahindra,2021,Jaya Hind Industries ltd.,cylinder_block,1124
"ASEAN, India, Korea",Mahindra & Mahindra,2021,Jaya Hind Industries ltd.,manual_transmission,864
"ASEAN, India, Korea",Mahindra & Mahindra,2021,Magneti Marelli,automated_manual_transmission,986
"ASEAN, India, Korea",Mahindra & Mahindra,2021,PCL,camshaft,4211
"ASEAN, India, Korea",Mahindra & Mahindra,2022,Aisin,automatic_transmission_(at),665
"ASEAN, India, Korea",Mahindra & Mahindra,2022,ALF Engineering Pvt. Ltd.,chassis_frame,323
"ASEAN, India, Korea",Mahindra & Mahindra,2022,ALF Engineering Pvt. Ltd.,crossmember,772
"ASEAN, India, Korea",Mahindra & Mahindra,2022,Divgi TorqTransfer Systems Limited,manual_transmission,602
"ASEAN, India, Korea",Mahindra & Mahindra,2022,Divgi TorqTransfer Systems Limited,transmission_shaft,335
"ASEAN, India, Korea",Mahindra & Mahindra,2022,Gabriel India Ltd.,shock_absorber,337
"ASEAN, India, Korea",Mahindra & Mahindra,2022,Magneti Marelli,automated_manual_transmission,698
"ASEAN, India, Korea",Mahindra & Mahindra,2022,Tenneco,disc_brake_(pad),390
"ASEAN, India, Korea",Mahindra & Mahindra,2022,Tenneco,shock_absorber,1062
"ASEAN, India, Korea",Mahindra & Mahindra,2022,Valeo,clutch,2849
"ASEAN, India, Korea",Mahindra & Mahindra,2023,Aisin,automatic_transmission_(at),1202
"ASEAN, India, Korea",Mahindra & Mahindra,2023,ALF Engineering Pvt. Ltd.,crossmember,601
"ASEAN, India, Korea",Mahindra & Mahindra,2023,Divgi TorqTransfer Systems Limited,manual_transmission,1031
"ASEAN, India, Korea",Mahindra & Mahindra,2023,Divgi TorqTransfer Systems Limited,transmission_shaft,381
"ASEAN, India, Korea",Mahindra & Mahindra,2023,Gabriel India Ltd.,shock_absorber,3134
"ASEAN, India, Korea",Mahindra & Mahindra,2023,JTEKT,steering_gear,143
"ASEAN, India, Korea",Mahindra & Mahindra,2023,Tenneco,shock_absorber,1044
"ASEAN, India, Korea",Mahindra & Mahindra,2023,Valeo,clutch,2502
"ASEAN, India, Korea",Mahindra & Mahindra,2024,Aisin,automatic_transmission_(at),2882
"ASEAN, India, Korea",Mahindra & Mahindra,2024,Aisin,manual_transmission,634
"ASEAN, India, Korea",Mahindra & Mahindra,2024,Bosch,abs_esc,452
"ASEAN, India, Korea",Mahindra & Mahindra,2024,Bosch,fuel_injection,592
"ASEAN, India, Korea",Mahindra & Mahindra,2024,Bosch,fuel_pump,337
"ASEAN, India, Korea",Mahindra & Mahindra,2024,Bosch,water_pump,156
"ASEAN, India, Korea",Mahindra & Mahindra,2024,Divgi TorqTransfer Systems Limited,manual_transmission,159
"ASEAN, India, Korea",Mahindra & Mahindra,2024,Faurecia,exhaust_manifold,885
"ASEAN, India, Korea",Mahindra & Mahindra,2024,Gabriel India Ltd.,shock_absorber,1259
"ASEAN, India, Korea",Mahindra & Mahindra,2024,JTEKT,steering_gear,471
"ASEAN, India, Korea",Mahindra & Mahindra,2024,Tenneco,shock_absorber,2222
"ASEAN, India, Korea",Mahindra & Mahindra,2024,The Hi-Tech Gears Ltd.,transmission_shaft,1100
"ASEAN, India, Korea",Mahindra & Mahindra,2025,Bosch,fuel_injection,487
"ASEAN, India, Korea",Mahindra & Mahindra,2025,Bosch,fuel_pump,699
"ASEAN, India, Korea",Mahindra & Mahindra,2025,Bosch,water_pump,434
"ASEAN, India, Korea",Mahindra & Mahindra,2025,Faurecia,exhaust_manifold,1478
"ASEAN, India, Korea",Mahindra & Mahindra,2025,HL Mando,abs_esc,727
"ASEAN, India, Korea",Mahindra & Mahindra,2025,Tenneco,shock_absorber,982
"ASEAN, India, Korea",Mahindra & Mahindra,2025,The Hi-Tech Gears Ltd.,transmission_shaft,1232
"ASEAN, India, Korea",Maruti Suzuki,2008,Bosch,fuel_pump,537
"ASEAN, India, Korea",Maruti Suzuki,2008,Denso,starter_motor,1498
"ASEAN, India, Korea",Maruti Suzuki,2008,Lucas TVS Limited,starter_motor,108
"ASEAN, India, Korea",Maruti Suzuki,2008,Mitsubishi,starter_motor,404
"ASEAN, India, Korea",Maruti Suzuki,2008,Rico Auto Industries Ltd.,exhaust_manifold,1590
"ASEAN, India, Korea",Maruti Suzuki,2008,Rico Auto Industries Ltd.,oil_pump,921
"ASEAN, India, Korea",Maruti Suzuki,2012,Denso,fuel_injection,441
"ASEAN, India, Korea",Maruti Suzuki,2012,Denso,fuel_pump,647
"ASEAN, India, Korea",Maruti Suzuki,2012,Denso,starter_motor,921
"ASEAN, India, Korea",Maruti Suzuki,2014,Exedy,clutch,239
"ASEAN, India, Korea",Maruti Suzuki,2014,Federal-Mogul,piston,1463
"ASEAN, India, Korea",Maruti Suzuki,2014,FMI Automotive Components Pvt. Ltd.,exhaust_manifold,1442
"ASEAN, India, Korea",Maruti Suzuki,2014,MAHLE,piston,114
"ASEAN, India, Korea",Maruti Suzuki,2014,Maruti Suzuki,automated_manual_transmission,385
"ASEAN, India, Korea",Maruti Suzuki,2014,Rane,steering_gear,668
"ASEAN, India, Korea",Maruti Suzuki,2014,Schaeffler,clutch,952
"ASEAN, India, Korea",Maruti Suzuki,2014,Valeo,starter_motor,2501
"ASEAN, India, Korea",Maruti Suzuki,2015,Marelli,automated_manual_transmission,945
"ASEAN, India, Korea",Maruti Suzuki,2015,Maruti Suzuki,automated_manual_transmission,921
"ASEAN, India, Korea",Maruti Suzuki,2015,Rane,steering_gear,677
"ASEAN, India, Korea",Maruti Suzuki,2015,SKH Magneti Marelli Exhaust Systems Pvt. Ltd.,catalytic_converter,391
"ASEAN, India, Korea",Maruti Suzuki,2016,SKH Magneti Marelli Exhaust Systems Pvt. Ltd.,catalytic_converter,567
"ASEAN, India, Korea",Maruti Suzuki,2016,VeeGee Industrial Enterprises Pvt. Ltd.,chassis_frame,963
"ASEAN, India, Korea",Maruti Suzuki,2016,VeeGee Industrial Enterprises Pvt. Ltd.,crossmember,1206
"ASEAN, India, Korea",Maruti Suzuki,2017,Marelli,automated_manual_transmission,586
"ASEAN, India, Korea",Maruti Suzuki,2017,Munjal Showa Ltd.,shock_absorber,867
"ASEAN, India, Korea",Maruti Suzuki,2017,Tenneco,shock_absorber,679
"ASEAN, India, Korea",Maruti Suzuki,2018,Denso,fuel_injection,4441
"ASEAN, India, Korea",Maruti Suzuki,2018,Denso,fuel_pump,4721
"ASEAN, India, Korea",Maruti Suzuki,2018,Denso,starter_motor,3717
"ASEAN, India, Korea",Maruti Suzuki,2018,Federal-Mogul,piston,9258
"ASEAN, India, Korea",Maruti Suzuki,2018,Gabriel India Ltd.,shock_absorber,3302
"ASEAN, India, Korea",Maruti Suzuki,2018,Lucas TVS Limited,starter_motor,6487
"ASEAN, India, Korea",Maruti Suzuki,2018,National Engineering Industries Ltd.,transmission_shaft,470
"ASEAN, India, Korea",Maruti Suzuki,2018,Shriram Pistons & Rings Ltd.,piston,8986
"ASEAN, India, Korea",Maruti Suzuki,2019,Denso,fuel_pump,778
"ASEAN, India, Korea",Maruti Suzuki,2019,Denso,starter_motor,577
"ASEAN, India, Korea",Maruti Suzuki,2019,Gabriel India Ltd.,shock_absorber,261
"ASEAN, India, Korea",Maruti Suzuki,2019,Marelli,exhaust_manifold,140
"ASEAN, India, Korea",Maruti Suzuki,2019,Tenneco,shock_absorber,524
"ASEAN, India, Korea",Maruti Suzuki,2019,ZF,chassis_frame,826
"ASEAN, India, Korea",Maruti Suzuki,2020,Continental,abs_esc,969
"ASEAN, India, Korea",Maruti Suzuki,2020,Exedy,clutch,6026
"ASEAN, India, Korea",Maruti Suzuki,2020,Lucas TVS Limited,starter_motor,570
"ASEAN, India, Korea",Maruti Suzuki,2020,Magneti Marelli,automated_manual_transmission,2358
"ASEAN, India, Korea",Maruti Suzuki,2020,SKH Magneti Marelli Exhaust Systems Pvt. Ltd.,catalytic_converter,6861
"ASEAN, India, Korea",Maruti Suzuki,2021,Brakes India Private Limited,disc_brake_(pad),6968
"ASEAN, India, Korea",Maruti Suzuki,2021,Magneti Marelli,automated_manual_transmission,1963
"ASEAN, India, Korea",Maruti Suzuki,2021,PCL,camshaft,7690
"ASEAN, India, Korea",Maruti Suzuki,2021,SKH Metals Ltd.,catalytic_converter,6427
"ASEAN, India, Korea",Maruti Suzuki,2022,Allied,disc_brake_(pad),2847
"ASEAN, India, Korea",Maruti Suzuki,2022,Gabriel India Ltd.,shock_absorber,3741
"ASEAN, India, Korea",Maruti Suzuki,2022,Magneti Marelli,automated_manual_transmission,2542
"ASEAN, India, Korea",Maruti Suzuki,2022,Pricol Ltd.,oil_pump,714
"ASEAN, India, Korea",Maruti Suzuki,2022,Tenneco,disc_brake_(pad),2625
"ASEAN, India, Korea",Maruti Suzuki,2022,Tenneco,shock_absorber,968
"ASEAN, India, Korea",Maruti Suzuki,2022,Valeo,clutch,2726
"ASEAN, India, Korea",Maruti Suzuki,2022,Valeo,starter_motor,2088
"ASEAN, India, Korea",Maruti Suzuki,2023,Allied,disc_brake_(pad),898
"ASEAN, India, Korea",Maruti Suzuki,2023,Gabriel India Ltd.,shock_absorber,3115
"ASEAN, India, Korea",Maruti Suzuki,2023,JTEKT,steering_gear,768
"ASEAN, India, Korea",Maruti Suzuki,2023,Munjal Showa Ltd.,shock_absorber,1177
"ASEAN, India, Korea",Maruti Suzuki,2023,SKH Magneti Marelli Exhaust Systems Pvt. Ltd.,exhaust_manifold,5900
"ASEAN, India, Korea",Maruti Suzuki,2023,SKH Y-TEC India Pvt. Ltd.,chassis_frame,987
"ASEAN, India, Korea",Maruti Suzuki,2023,SKH Y-TEC India Pvt. Ltd.,crossmember,1766
"ASEAN, India, Korea",Maruti Suzuki,2023,Tenneco,shock_absorber,8690
"ASEAN, India, Korea",Maruti Suzuki,2023,Valeo,clutch,3696
"ASEAN, India, Korea",Maruti Suzuki,2023,Yutaka,exhaust_manifold,126
"ASEAN, India, Korea",Maruti Suzuki,2024,Gabriel India Ltd.,shock_absorber,1820
"ASEAN, India, Korea",Maruti Suzuki,2024,JTEKT,steering_gear,279
"ASEAN, India, Korea",Maruti Suzuki,2024,Marelli,automatic_transmission_(at),949
"ASEAN, India, Korea",Maruti Suzuki,2024,Sellowrap Industries Pvt. Ltd. (Formerly Sellowrap Manufacturing Pvt. Ltd.),disc_brake_(pad),906
"ASEAN, India, Korea",Maruti Suzuki,2024,TI,fuel_pump,777
"ASEAN, India, Korea",Maruti Suzuki,2024,Yutaka,exhaust_manifold,400
"ASEAN, India, Korea",Mazda,2009,TMD Friction Holdings GmbH,disc_brake_(pad),487
"ASEAN, India, Korea",Mazda,2009,ZF,steering_gear,916
"ASEAN, India, Korea",Mazda,2011,Aisin,drum_brake_(drum),410
"ASEAN, India, Korea",Mazda,2011,Aisin,exhaust_manifold,824
"ASEAN, India, Korea",Mazda,2011,Aisin,manual_transmission,714
"ASEAN, India, Korea",Mazda,2011,Hitachi,power_steering_pump,908
"ASEAN, India, Korea",Mazda,2011,KYB,power_steering_pump,981
"ASEAN, India, Korea",Mazda,2011,NHK,stablizer,189
"ASEAN, India, Korea",Mazda,2011,Yamada,oil_pump,304
"ASEAN, India, Korea",Mazda,2011,Yamada,water_pump,774
"ASEAN, India, Korea",Mazda,2013,Aisin,drum_brake_(drum),866
"ASEAN, India, Korea",Mazda,2013,Aisin,exhaust_manifold,274
"ASEAN, India, Korea",Mazda,2013,Aisin,manual_transmission,933
"ASEAN, India, Korea",Mazda,2013,Hirotec,exhaust_manifold,782
"ASEAN, India, Korea",Mazda,2013,Hitachi,power_steering_pump,765
"ASEAN, India, Korea",Mazda,2013,KYB,power_steering_pump,452
"ASEAN, India, Korea",Mazda,2013,NHK,stablizer,992
"ASEAN, India, Korea",Mazda,2013,Roki,power_steering_pump,440
"ASEAN, India, Korea",Mazda,2013,Yamada,oil_pump,159
"ASEAN, India, Korea",Mazda,2013,Yamada,water_pump,608
"ASEAN, India, Korea",Mazda,2014,Aisin,manual_transmission,445
"ASEAN, India, Korea",Mazda,2014,Exedy,torque_converter,943
"ASEAN, India, Korea",Mazda,2014,Minth,chassis_frame,268
"ASEAN, India, Korea",Mazda,2015,Hirotec,exhaust_manifold,1417
"ASEAN, India, Korea",Mazda,2015,Mazda,automatic_transmission_(at),2097
"ASEAN, India, Korea",Mazda,2015,Mitsubishi,starter_motor,1539
"ASEAN, India, Korea",Mazda,2017,Aisin,crankshaft,129
"ASEAN, India, Korea",Mazda,2017,Thai Summit Group,chassis_frame,845
"ASEAN, India, Korea",Mazda,2018,G-TEKT,chassis_frame,778
"ASEAN, India, Korea",Mazda,2018,Hirotec,exhaust_manifold,995
"ASEAN, India, Korea",Mazda,2018,KYB,power_steering_pump,213
"ASEAN, India, Korea",Mazda,2018,MAHLE,piston,780
"ASEAN, India, Korea",Mazda,2018,Tokyo Roki,catalytic_converter,546
"ASEAN, India, Korea",Mazda,2019,Hirotec,exhaust_manifold,1360
"ASEAN, India, Korea",Mazda,2019,Kubota,water_pump,2094
"ASEAN, India, Korea",Mazda,2020,G-TEKT,chassis_frame,147
"ASEAN, India, Korea",Mazda,2020,Hirotec,exhaust_manifold,2063
"ASEAN, India, Korea",Mazda,2020,"Kurashiki Siam Rubber Co., Ltd.",shock_absorber,530
"ASEAN, India, Korea",Mazda,2020,KYB,power_steering_pump,964
"ASEAN, India, Korea",Mazda,2020,Mitsubishi,starter_motor,1294
"ASEAN, India, Korea",Mazda,2020,Thai Summit Group,chassis_frame,662
"ASEAN, India, Korea",Mazda,2020,Tokyo Roki,catalytic_converter,172
"ASEAN, India, Korea",Mazda,2021,Hirotec,exhaust_manifold,1879
"ASEAN, India, Korea",Mazda,2021,"Kurashiki Siam Rubber Co., Ltd.",shock_absorber,947
"ASEAN, India, Korea",Mazda,2021,Mitsubishi,starter_motor,1737
"ASEAN, India, Korea",Mazda,2021,Tokyo Roki,catalytic_converter,773
"ASEAN, India, Korea",Mazda,2022,Aichi,crankshaft,3782
"ASEAN, India, Korea",Mazda,2022,Exedy,clutch,2890
"ASEAN, India, Korea",Mazda,2022,Exedy,torque_converter,1818
"ASEAN, India, Korea",Mazda,2022,Hirosei (Thailand) Ltd.,automatic_transmission_(at),2617
"ASEAN, India, Korea",Mazda,2022,Hirosei (Thailand) Ltd.,manual_transmission,2195
"ASEAN, India, Korea",Mazda,2022,Hitachi,shock_absorber,2226
"ASEAN, India, Korea",Mazda,2022,Kubota,water_pump,1364
"ASEAN, India, Korea",Mazda,2022,KYB,shock_absorber,294
"ASEAN, India, Korea",Mazda,2022,MAHLE,piston,289
"ASEAN, India, Korea",Mazda,2022,Mitsubishi,starter_motor,4476
